variant,seed,minute,character,room,action,target,motive,urgency,resolution,margin,outcome
mara_ate_it,17,29,elena,kitchen,wait,,keep_peace,0.972,too_close,0.005,
mara_ate_it,17,29,mara,kitchen,comfort,daniel,look_after:daniel,0.736,clear,0.264,
mara_ate_it,17,32,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.069,watched mara
mara_ate_it,17,32,elena,kitchen,comfort,daniel,look_after:daniel,0.598,too_close,0.018,
mara_ate_it,17,34,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.024,"thought again, and carried on"
mara_ate_it,17,34,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
mara_ate_it,17,34,leo,kitchen,wait,,keep_peace,0.964,too_close,0.003,
mara_ate_it,17,34,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.202,
mara_ate_it,17,35,elena,kitchen,comfort,mara,look_after:mara,0.851,too_close,0.023,"thought again, and carried on"
mara_ate_it,17,35,leo,kitchen,comfort,elena,look_after:elena,0.651,too_close,0.004,
mara_ate_it,17,35,mara,kitchen,comfort,elena,look_after:elena,0.908,too_close,0.019,"thought again, and carried on"
mara_ate_it,17,36,daniel,kitchen,go_to,bathroom,find_out,0.990,too_close,0.048,went to bathroom
mara_ate_it,17,36,mara,kitchen,comfort,elena,look_after:elena,0.893,too_close,0.022,"thought again, and carried on"
mara_ate_it,17,40,daniel,bathroom,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,17,42,elena,kitchen,wait,,keep_peace,0.951,clear,0.233,stayed where they were
mara_ate_it,17,42,leo,kitchen,wait,,keep_peace,0.881,clear,0.344,stayed where they were
mara_ate_it,17,42,mara,kitchen,go_to,back_room,find_out,0.530,too_close,0.056,went to back_room
mara_ate_it,17,46,mara,back_room,search_room,,find_out,0.530,clear,0.594,went through the room
mara_ate_it,17,47,elena,kitchen,wait,,keep_peace,0.925,clear,0.247,stayed where they were
mara_ate_it,17,47,leo,kitchen,wait,,keep_peace,0.826,clear,0.333,stayed where they were
mara_ate_it,17,48,daniel,bathroom,go_to,kitchen,get_food,0.771,too_close,0.077,went to kitchen
mara_ate_it,17,52,daniel,kitchen,go_to,brothers_room,find_out,0.990,clear,0.135,went to brothers_room
mara_ate_it,17,52,elena,kitchen,wait,,keep_peace,0.901,clear,0.253,stayed where they were
mara_ate_it,17,52,leo,kitchen,wait,,keep_peace,0.795,clear,0.327,stayed where they were
mara_ate_it,17,54,mara,back_room,go_to,kitchen,get_food,0.705,clear,0.112,went to kitchen
mara_ate_it,17,56,daniel,brothers_room,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,17,57,elena,kitchen,wait,,keep_peace,0.880,clear,0.279,stayed where they were
mara_ate_it,17,57,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,17,58,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.016,sat with elena
mara_ate_it,17,62,elena,kitchen,wait,,keep_peace,0.864,clear,0.271,stayed where they were
mara_ate_it,17,62,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,17,64,daniel,brothers_room,go_to,kitchen,get_food,0.844,clear,0.250,went to kitchen
mara_ate_it,17,66,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,"thought again, and carried on"
mara_ate_it,17,66,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
mara_ate_it,17,66,mara,kitchen,go_to,bathroom,find_out,0.530,too_close,0.014,went to bathroom
mara_ate_it,17,67,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
mara_ate_it,17,67,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,17,68,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.069,watched mara
mara_ate_it,17,70,mara,bathroom,search_room,,find_out,0.530,clear,0.474,went through the room
mara_ate_it,17,72,daniel,kitchen,observe,leo,find_out,0.990,too_close,0.001,watched leo
mara_ate_it,17,72,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
mara_ate_it,17,72,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,17,76,daniel,kitchen,observe,elena,find_out,0.990,too_close,0.001,watched elena
mara_ate_it,17,76,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
mara_ate_it,17,77,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
mara_ate_it,17,78,leo,kitchen,wait,,keep_peace,0.765,clear,0.196,stayed where they were
mara_ate_it,17,78,mara,bathroom,go_to,kitchen,get_food,0.796,clear,0.233,went to kitchen
mara_ate_it,17,80,daniel,kitchen,wait,,keep_peace,0.428,clear,0.478,stayed where they were
mara_ate_it,17,80,elena,kitchen,wait,,keep_peace,0.825,too_close,0.069,"thought again, and carried on"
mara_ate_it,17,82,mara,kitchen,wait,,keep_peace,0.300,too_close,0.000,stayed where they were
mara_ate_it,17,83,elena,kitchen,wait,,keep_peace,0.825,clear,0.108,stayed where they were
mara_ate_it,17,83,leo,kitchen,wait,,keep_peace,0.765,clear,0.258,stayed where they were
mara_ate_it,17,85,daniel,kitchen,wait,,keep_peace,0.428,clear,0.464,stayed where they were
mara_ate_it,17,87,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.000,
mara_ate_it,17,88,elena,kitchen,wait,,keep_peace,0.825,clear,0.155,
mara_ate_it,17,88,leo,kitchen,wait,,keep_peace,0.765,clear,0.289,
mara_ate_it,17,90,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.049,
mara_ate_it,18,1,daniel,kitchen,check_pantry,,find_out,0.990,clear,0.160,found 2 portions left
mara_ate_it,18,1,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.000,sat with mara
mara_ate_it,18,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
mara_ate_it,18,1,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.048,
mara_ate_it,18,4,daniel,kitchen,search_room,,find_out,0.990,clear,0.497,went through the room
mara_ate_it,18,4,leo,kitchen,wait,,keep_peace,0.942,too_close,0.062,stayed where they were
mara_ate_it,18,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,
mara_ate_it,18,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,"thought again, and carried on"
mara_ate_it,18,9,mara,kitchen,check_pantry,,find_out,0.530,clear,0.249,found 2 portions left
mara_ate_it,18,10,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,
mara_ate_it,18,12,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.093,went to back_room
mara_ate_it,18,12,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.051,sat with mara
mara_ate_it,18,12,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.002,
mara_ate_it,18,12,mara,kitchen,check_pantry,,find_out,0.530,clear,0.259,"thought again, and carried on"
mara_ate_it,18,13,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.117,"thought again, and carried on"
mara_ate_it,18,13,elena,kitchen,comfort,mara,look_after:mara,0.851,too_close,0.023,"thought again, and carried on"
mara_ate_it,18,13,leo,kitchen,comfort,daniel,look_after:daniel,0.676,too_close,0.004,
mara_ate_it,18,13,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.007,
mara_ate_it,18,16,daniel,back_room,search_room,,find_out,0.990,clear,0.630,went through the room
mara_ate_it,18,20,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.206,found 2 portions left
mara_ate_it,18,20,leo,kitchen,wait,,keep_peace,0.885,clear,0.089,stayed where they were
mara_ate_it,18,20,mara,kitchen,search_room,,find_out,0.530,clear,0.191,went through the room
mara_ate_it,18,23,elena,kitchen,wait,,keep_peace,0.935,clear,0.297,stayed where they were
mara_ate_it,18,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.026,went to kitchen
mara_ate_it,18,25,leo,kitchen,wait,,keep_peace,0.828,too_close,0.060,stayed where they were
mara_ate_it,18,28,daniel,kitchen,go_to,bathroom,find_out,0.990,too_close,0.059,went to bathroom
mara_ate_it,18,28,elena,kitchen,comfort,daniel,look_after:daniel,0.625,too_close,0.005,daniel had gone before it could help
mara_ate_it,18,28,mara,kitchen,comfort,daniel,look_after:daniel,0.736,clear,0.268,daniel had gone before it could help
mara_ate_it,18,30,leo,kitchen,search_room,,find_out,0.705,too_close,0.045,went through the room
mara_ate_it,18,32,daniel,bathroom,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,18,36,elena,kitchen,wait,,keep_peace,0.936,clear,0.297,
mara_ate_it,18,36,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.017,
mara_ate_it,18,38,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
mara_ate_it,18,38,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,
mara_ate_it,18,38,mara,kitchen,go_to,back_room,find_out,0.530,too_close,0.028,
mara_ate_it,18,39,leo,kitchen,comfort,elena,look_after:elena,0.676,too_close,0.003,
mara_ate_it,18,39,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.418,
mara_ate_it,18,40,daniel,bathroom,go_to,kitchen,get_food,0.734,too_close,0.038,went to kitchen
mara_ate_it,18,44,daniel,kitchen,go_to,brothers_room,find_out,0.990,clear,0.091,went to brothers_room
mara_ate_it,18,46,elena,kitchen,wait,,keep_peace,0.945,clear,0.096,stayed where they were
mara_ate_it,18,46,leo,kitchen,wait,,keep_peace,0.872,clear,0.286,stayed where they were
mara_ate_it,18,46,mara,kitchen,comfort,daniel,look_after:daniel,0.633,clear,0.173,daniel had gone before it could help
mara_ate_it,18,48,daniel,brothers_room,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,18,51,elena,kitchen,wait,,keep_peace,0.919,clear,0.295,stayed where they were
mara_ate_it,18,51,leo,kitchen,wait,,keep_peace,0.820,clear,0.334,stayed where they were
mara_ate_it,18,54,mara,kitchen,wait,,keep_peace,0.341,too_close,0.018,stayed where they were
mara_ate_it,18,56,daniel,brothers_room,go_to,kitchen,get_food,0.808,clear,0.232,went to kitchen
mara_ate_it,18,56,elena,kitchen,wait,,keep_peace,0.895,clear,0.287,stayed where they were
mara_ate_it,18,56,leo,kitchen,wait,,keep_peace,0.793,clear,0.334,stayed where they were
mara_ate_it,18,59,mara,kitchen,go_to,back_room,find_out,0.530,too_close,0.016,went to back_room
mara_ate_it,18,60,daniel,kitchen,observe,leo,find_out,0.990,too_close,0.001,watched leo
mara_ate_it,18,61,elena,kitchen,wait,,keep_peace,0.876,clear,0.134,stayed where they were
mara_ate_it,18,61,leo,kitchen,wait,,keep_peace,0.765,clear,0.314,stayed where they were
mara_ate_it,18,63,mara,back_room,search_room,,find_out,0.530,clear,0.474,went through the room
mara_ate_it,18,64,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.001,stayed where they were
mara_ate_it,18,64,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
mara_ate_it,18,66,elena,kitchen,wait,,keep_peace,0.860,clear,0.143,stayed where they were
mara_ate_it,18,67,leo,kitchen,wait,,keep_peace,0.765,clear,0.212,stayed where they were
mara_ate_it,18,69,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.001,stayed where they were
mara_ate_it,18,71,elena,kitchen,wait,,keep_peace,0.849,clear,0.151,stayed where they were
mara_ate_it,18,71,mara,back_room,go_to,kitchen,get_food,0.770,clear,0.218,went to kitchen
mara_ate_it,18,72,leo,kitchen,wait,,keep_peace,0.765,clear,0.266,stayed where they were
mara_ate_it,18,74,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.001,stayed where they were
mara_ate_it,18,75,mara,kitchen,comfort,daniel,look_after:daniel,0.562,clear,0.116,sat with daniel
mara_ate_it,18,76,elena,kitchen,wait,,keep_peace,0.825,clear,0.157,stayed where they were
mara_ate_it,18,77,leo,kitchen,wait,,keep_peace,0.765,clear,0.293,stayed where they were
mara_ate_it,18,79,daniel,kitchen,observe,leo,find_out,0.990,too_close,0.001,watched leo
mara_ate_it,18,81,elena,kitchen,wait,,keep_peace,0.825,clear,0.164,stayed where they were
mara_ate_it,18,82,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,18,83,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.001,watched mara
mara_ate_it,18,83,elena,kitchen,wait,,keep_peace,0.825,clear,0.167,"thought again, and carried on"
mara_ate_it,18,83,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
mara_ate_it,18,83,mara,kitchen,comfort,daniel,look_after:daniel,0.551,clear,0.106,
mara_ate_it,18,86,elena,kitchen,wait,,keep_peace,0.825,clear,0.171,
mara_ate_it,18,87,daniel,kitchen,wait,,keep_peace,0.605,clear,0.090,
mara_ate_it,18,87,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,
mara_ate_it,18,87,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,"thought again, and carried on"
mara_ate_it,18,87,mara,kitchen,comfort,daniel,look_after:daniel,0.546,clear,0.102,"thought again, and carried on"
mara_ate_it,18,88,leo,kitchen,wait,,keep_peace,0.922,too_close,0.022,
mara_ate_it,19,1,daniel,kitchen,check_pantry,,find_out,0.990,clear,0.160,found 2 portions left
mara_ate_it,19,1,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.000,sat with mara
mara_ate_it,19,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
mara_ate_it,19,1,mara,kitchen,check_pantry,,find_out,0.530,too_close,0.048,found 2 portions left
mara_ate_it,19,4,daniel,kitchen,search_room,,find_out,0.990,clear,0.497,went through the room
mara_ate_it,19,4,leo,kitchen,wait,,keep_peace,0.942,too_close,0.062,stayed where they were
mara_ate_it,19,4,mara,kitchen,comfort,daniel,look_after:daniel,0.888,clear,0.147,
mara_ate_it,19,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,
mara_ate_it,19,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,"thought again, and carried on"
mara_ate_it,19,9,mara,kitchen,search_room,,find_out,0.530,clear,0.260,
mara_ate_it,19,10,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,
mara_ate_it,19,12,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.093,went to back_room
mara_ate_it,19,12,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.051,sat with mara
mara_ate_it,19,12,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.002,
mara_ate_it,19,12,mara,kitchen,search_room,,find_out,0.530,clear,0.194,"thought again, and carried on"
mara_ate_it,19,13,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.117,"thought again, and carried on"
mara_ate_it,19,13,elena,kitchen,comfort,mara,look_after:mara,0.851,too_close,0.023,"thought again, and carried on"
mara_ate_it,19,13,leo,kitchen,comfort,elena,look_after:elena,0.676,too_close,0.004,
mara_ate_it,19,13,mara,kitchen,comfort,daniel,look_after:daniel,0.930,too_close,0.007,
mara_ate_it,19,16,daniel,back_room,search_room,,find_out,0.990,clear,0.630,went through the room
mara_ate_it,19,20,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.206,found 2 portions left
mara_ate_it,19,20,leo,kitchen,wait,,keep_peace,0.885,clear,0.089,stayed where they were
mara_ate_it,19,20,mara,kitchen,search_room,,find_out,0.530,clear,0.191,went through the room
mara_ate_it,19,23,elena,kitchen,wait,,keep_peace,0.935,clear,0.297,stayed where they were
mara_ate_it,19,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.026,went to kitchen
mara_ate_it,19,25,leo,kitchen,wait,,keep_peace,0.828,too_close,0.060,stayed where they were
mara_ate_it,19,28,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.059,watched mara
mara_ate_it,19,28,elena,kitchen,comfort,daniel,look_after:daniel,0.625,too_close,0.005,
mara_ate_it,19,28,mara,kitchen,comfort,daniel,look_after:daniel,0.736,clear,0.268,daniel had gone before it could help
mara_ate_it,19,30,leo,kitchen,search_room,,find_out,0.705,too_close,0.045,
mara_ate_it,19,32,daniel,kitchen,go_to,bathroom,find_out,0.990,too_close,0.061,went to bathroom
mara_ate_it,19,32,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
mara_ate_it,19,32,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.001,
mara_ate_it,19,32,mara,kitchen,comfort,daniel,look_after:daniel,0.705,clear,0.107,"thought again, and carried on"
mara_ate_it,19,36,daniel,bathroom,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,19,37,mara,kitchen,go_to,back_room,find_out,0.530,too_close,0.069,went to back_room
mara_ate_it,19,40,elena,kitchen,wait,,keep_peace,0.939,clear,0.297,stayed where they were
mara_ate_it,19,40,leo,kitchen,search_room,,find_out,0.705,too_close,0.066,went through the room
mara_ate_it,19,40,mara,kitchen,go_to,back_room,find_out,0.530,too_close,0.039,"thought again, and carried on"
mara_ate_it,19,42,mara,back_room,search_room,,find_out,0.530,clear,0.598,went through the room
mara_ate_it,19,44,daniel,bathroom,go_to,kitchen,get_food,0.752,too_close,0.063,went to kitchen
mara_ate_it,19,45,elena,kitchen,wait,,keep_peace,0.913,clear,0.295,stayed where they were
mara_ate_it,19,48,daniel,kitchen,go_to,brothers_room,find_out,0.990,clear,0.138,went to brothers_room
mara_ate_it,19,48,elena,kitchen,wait,,keep_peace,0.973,clear,0.106,"thought again, and carried on"
mara_ate_it,19,48,leo,kitchen,wait,,keep_peace,0.790,clear,0.284,stayed where they were
mara_ate_it,19,50,elena,kitchen,wait,,keep_peace,0.965,clear,0.112,stayed where they were
mara_ate_it,19,50,mara,back_room,go_to,kitchen,get_food,0.690,clear,0.125,went to kitchen
mara_ate_it,19,52,daniel,brothers_room,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,19,53,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,19,54,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,sat with elena
mara_ate_it,19,55,elena,kitchen,wait,,keep_peace,0.940,clear,0.298,stayed where they were
mara_ate_it,19,58,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,19,60,daniel,brothers_room,go_to,kitchen,get_food,0.826,clear,0.242,went to kitchen
mara_ate_it,19,60,elena,kitchen,wait,,keep_peace,0.914,clear,0.295,stayed where they were
mara_ate_it,19,62,elena,kitchen,wait,,keep_peace,0.874,clear,0.277,"thought again, and carried on"
mara_ate_it,19,62,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
mara_ate_it,19,62,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
mara_ate_it,19,63,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
mara_ate_it,19,64,daniel,kitchen,observe,leo,find_out,0.990,too_close,0.071,watched leo
mara_ate_it,19,65,elena,kitchen,wait,,keep_peace,0.865,clear,0.141,stayed where they were
mara_ate_it,19,67,mara,kitchen,comfort,daniel,look_after:daniel,0.576,clear,0.129,sat with daniel
mara_ate_it,19,68,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.066,watched mara
mara_ate_it,19,68,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
mara_ate_it,19,69,leo,kitchen,wait,,keep_peace,0.765,clear,0.178,stayed where they were
mara_ate_it,19,70,elena,kitchen,wait,,keep_peace,0.852,clear,0.150,
mara_ate_it,19,72,daniel,kitchen,wait,,keep_peace,0.605,clear,0.090,
mara_ate_it,19,72,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,
mara_ate_it,19,72,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,"thought again, and carried on"
mara_ate_it,19,72,mara,kitchen,comfort,daniel,look_after:daniel,0.567,clear,0.121,"thought again, and carried on"
mara_ate_it,19,74,leo,kitchen,wait,,keep_peace,0.909,too_close,0.040,stayed where they were
mara_ate_it,19,76,daniel,kitchen,observe,elena,find_out,0.990,too_close,0.035,watched elena
mara_ate_it,19,76,elena,kitchen,wait,,keep_peace,0.944,clear,0.169,stayed where they were
mara_ate_it,19,76,leo,kitchen,wait,,keep_peace,0.883,clear,0.300,"thought again, and carried on"
mara_ate_it,19,76,mara,kitchen,comfort,daniel,look_after:daniel,0.561,clear,0.115,sat with daniel
mara_ate_it,19,79,leo,kitchen,wait,,keep_peace,0.846,clear,0.308,stayed where they were
mara_ate_it,19,80,daniel,kitchen,wait,,keep_peace,0.475,clear,0.502,stayed where they were
mara_ate_it,19,80,elena,kitchen,wait,,keep_peace,0.924,clear,0.119,"thought again, and carried on"
mara_ate_it,19,82,elena,kitchen,wait,,keep_peace,0.914,clear,0.140,stayed where they were
mara_ate_it,19,84,daniel,kitchen,wait,,keep_peace,0.446,too_close,0.010,"thought again, and carried on"
mara_ate_it,19,84,elena,kitchen,wait,,keep_peace,0.904,clear,0.159,"thought again, and carried on"
mara_ate_it,19,84,leo,kitchen,wait,,keep_peace,0.806,clear,0.341,stayed where they were
mara_ate_it,19,84,mara,kitchen,comfort,daniel,look_after:daniel,0.549,clear,0.105,
mara_ate_it,19,85,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.001,stayed where they were
mara_ate_it,19,87,elena,kitchen,wait,,keep_peace,0.891,clear,0.179,
mara_ate_it,19,89,leo,kitchen,wait,,keep_peace,0.785,clear,0.330,
mara_ate_it,19,90,daniel,kitchen,observe,leo,find_out,0.990,too_close,0.001,
mara_ate_it,20,1,daniel,kitchen,check_pantry,,find_out,0.990,clear,0.160,found 2 portions left
mara_ate_it,20,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
mara_ate_it,20,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
mara_ate_it,20,1,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.048,
mara_ate_it,20,4,daniel,kitchen,search_room,,find_out,0.990,clear,0.497,went through the room
mara_ate_it,20,4,leo,kitchen,comfort,daniel,look_after:daniel,0.608,too_close,0.062,
mara_ate_it,20,9,daniel,kitchen,search_room,,find_out,0.990,clear,0.637,"thought again, and carried on"
mara_ate_it,20,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,
mara_ate_it,20,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,
mara_ate_it,20,9,mara,kitchen,check_pantry,,find_out,0.530,clear,0.249,found 2 portions left
mara_ate_it,20,12,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.080,went to back_room
mara_ate_it,20,12,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.051,sat with mara
mara_ate_it,20,12,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.002,
mara_ate_it,20,12,mara,kitchen,check_pantry,,find_out,0.530,clear,0.259,"thought again, and carried on"
mara_ate_it,20,13,daniel,kitchen,go_to,back_room,find_out,0.990,clear,0.110,"thought again, and carried on"
mara_ate_it,20,13,leo,kitchen,wait,,keep_peace,0.963,too_close,0.003,
mara_ate_it,20,13,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.272,
mara_ate_it,20,14,elena,kitchen,comfort,mara,look_after:mara,0.825,too_close,0.046,"thought again, and carried on"
mara_ate_it,20,14,leo,kitchen,comfort,daniel,look_after:daniel,0.676,too_close,0.004,
mara_ate_it,20,14,mara,kitchen,comfort,daniel,look_after:daniel,0.930,too_close,0.019,
mara_ate_it,20,16,daniel,back_room,search_room,,find_out,0.990,clear,0.630,went through the room
mara_ate_it,20,20,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.204,found 2 portions left
mara_ate_it,20,20,leo,kitchen,wait,,keep_peace,0.894,clear,0.093,stayed where they were
mara_ate_it,20,20,mara,kitchen,search_room,,find_out,0.530,clear,0.188,went through the room
mara_ate_it,20,23,elena,kitchen,wait,,keep_peace,0.939,clear,0.297,stayed where they were
mara_ate_it,20,24,daniel,back_room,go_to,bathroom,find_out,0.990,too_close,0.024,went to bathroom
mara_ate_it,20,25,leo,kitchen,wait,,keep_peace,0.834,too_close,0.063,stayed where they were
mara_ate_it,20,28,daniel,bathroom,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,20,28,elena,kitchen,wait,,keep_peace,0.974,clear,0.301,stayed where they were
mara_ate_it,20,28,mara,kitchen,wait,,keep_peace,0.356,too_close,0.019,stayed where they were
mara_ate_it,20,30,leo,kitchen,search_room,,find_out,0.705,too_close,0.046,went through the room
mara_ate_it,20,33,elena,kitchen,wait,,keep_peace,0.952,clear,0.299,stayed where they were
mara_ate_it,20,33,mara,kitchen,wait,,keep_peace,0.339,too_close,0.018,
mara_ate_it,20,36,daniel,bathroom,go_to,brothers_room,find_out,0.990,too_close,0.031,went to brothers_room
mara_ate_it,20,38,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
mara_ate_it,20,38,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,
mara_ate_it,20,38,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.028,sat with elena
mara_ate_it,20,39,leo,kitchen,comfort,mara,look_after:mara,0.651,too_close,0.003,
mara_ate_it,20,39,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.418,"thought again, and carried on"
mara_ate_it,20,40,daniel,brothers_room,search_room,,find_out,0.990,clear,0.981,went through the room
mara_ate_it,20,46,elena,kitchen,wait,,keep_peace,0.945,clear,0.298,stayed where they were
mara_ate_it,20,46,leo,kitchen,wait,,keep_peace,0.872,clear,0.347,stayed where they were
mara_ate_it,20,46,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.021,"thought again, and carried on"
mara_ate_it,20,47,elena,kitchen,wait,,keep_peace,0.902,clear,0.291,"thought again, and carried on"
mara_ate_it,20,47,leo,kitchen,wait,,keep_peace,0.859,clear,0.344,"thought again, and carried on"
mara_ate_it,20,47,mara,kitchen,wait,,keep_peace,0.369,too_close,0.021,stayed where they were
mara_ate_it,20,48,daniel,brothers_room,go_to,kitchen,get_food,0.771,clear,0.212,went to kitchen
mara_ate_it,20,51,elena,kitchen,wait,,keep_peace,0.885,clear,0.282,stayed where they were
mara_ate_it,20,51,leo,kitchen,wait,,keep_peace,0.820,clear,0.334,stayed where they were
mara_ate_it,20,52,daniel,kitchen,observe,mara,find_out,0.990,too_close,0.001,watched mara
mara_ate_it,20,52,mara,kitchen,comfort,daniel,look_after:daniel,0.616,clear,0.160,sat with daniel
mara_ate_it,20,56,daniel,kitchen,wait,,keep_peace,0.605,too_close,0.030,stayed where they were
mara_ate_it,20,56,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,
mara_ate_it,20,56,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.001,
mara_ate_it,20,56,mara,kitchen,comfort,daniel,look_after:daniel,0.604,too_close,0.025,"thought again, and carried on"
mara_ate_it,20,61,daniel,kitchen,observe,elena,find_out,0.990,too_close,0.023,watched elena
mara_ate_it,20,61,elena,kitchen,wait,,keep_peace,0.941,clear,0.138,stayed where they were
mara_ate_it,20,61,leo,kitchen,wait,,keep_peace,0.875,clear,0.323,stayed where they were
mara_ate_it,20,61,mara,kitchen,comfort,daniel,look_after:daniel,0.591,too_close,0.077,sat with daniel
mara_ate_it,20,65,daniel,kitchen,wait,,keep_peace,0.471,too_close,0.022,stayed where they were
mara_ate_it,20,65,elena,kitchen,wait,,keep_peace,0.920,clear,0.117,"thought again, and carried on"
